symbol	panel_tier	n_sources	sources	n_nominations	has_experimental_evidence	in_core_panel	n_specific_go_terms	specific_go_terms	go_terms	reactome_pathways	string_seeds	known_mva_gene	ensembl_gene_id	gnomad_transcript	gnomad_loeuf	gnomad_oe_lof	gnomad_pli	gnomad_mis_z	constraint_bin
NIPBL	3	2	GO,STRING	7	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007062 (sister chromatid cohesion)		SMC5	no	25836	NM_133433.4	0.057	0.030	1.000	6.70	highly_constrained
NSL1	3	2	GO,Reactome	36	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	25936	NM_015471.4	0.981	0.562	0.022	0.29	moderate
NSMCE2	3	2	GO,STRING	5	yes	yes	2	GO:0007062 (sister chromatid cohesion); GO:0051983 (regulation of chromosome segregation)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007062 (sister chromatid cohesion); GO:0051983 (regulation of chromosome segregation)		SMC5	no	286053	NM_173685.4	1.113	0.237	0.522	0.85	unconstrained
NUDC	3	2	GO,Reactome	7	yes	yes	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	10726	NM_006600.4	0.511	0.327	0.971	1.76	constrained
NUMA1	3	2	GO,Reactome	11	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)	R-HSA-68877 (Mitotic Prometaphase)		no	4926	NM_006185.4	0.325	0.262	1.000	1.45	highly_constrained
NUP133	3	2	GO,Reactome	6	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	55746	NM_018230.3	0.570	0.438	0.015	1.07	constrained
NUP160	3	2	GO,Reactome	6	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	ENSG00000030066	ENST00000378460	0.595	0.467	0.000	1.10	constrained
NUP37	3	2	GO,Reactome	6	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	79023	NM_024057.4	1.144	0.706	0.001	1.12	unconstrained
NUP43	3	2	GO,Reactome	6	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	348995	NM_198887.3	0.843	0.586	0.000	0.42	moderate
NUP85	3	2	GO,Reactome	6	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	79902	NM_024844.5	0.352	0.246	1.000	1.12	constrained
NUSAP1	3	2	GO,STRING	9	yes	yes	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)		BUB1,BUB1B,TRIP13	no	51203	NM_016359.5	1.046	0.705	0.000	0.57	unconstrained
ODF2	3	2	GO,Reactome	6	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)	R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	ENSG00000136811	ENST00000604420	0.564	0.438	0.010	3.00	constrained
OFD1	3	2	GO,Reactome	6	yes	yes	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007098 (centrosome cycle)	R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	NA	NA	NA	NA	NA	NA	no_constraint_data
PAFAH1B1	3	2	GO,Reactome	11	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	5048	NM_000430.4	0.100	0.000	1.000	3.71	highly_constrained
PCM1	3	2	GO,Reactome	4	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007098 (centrosome cycle)	R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	5108	NM_006197.4	0.700	0.575	0.000	-6.73	moderate
PCNT	3	2	Reactome,STRING	4	yes	yes	0			R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)	CEP192	no	5116	NM_006031.6	0.943	0.856	0.000	-0.46	moderate
PDS5B	3	2	GO,Reactome	15	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)	R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	23047	NM_015032.4	0.498	0.332	0.982	2.36	constrained
PMF1	3	2	GO,Reactome	28	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore); GO:0007059 (chromosome segregation)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	11243	NM_007221.4	1.231	0.839	0.000	0.05	unconstrained
PPP2CA	3	2	Reactome,STRING	6	yes	yes	0			R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)	BUB1B	no	5515	NM_002715.4	0.315	0.150	1.000	5.57	highly_constrained
PPP2R1A	3	2	GO,Reactome	10	yes	yes	0		GO:0007059 (chromosome segregation); GO:0007062 (sister chromatid cohesion)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	5518	NM_014225.6	0.345	0.224	1.000	5.43	highly_constrained
PPP2R1B	3	2	GO,Reactome	7	yes	yes	0		GO:0007059 (chromosome segregation); GO:0007062 (sister chromatid cohesion)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	5519	NM_002716.5	0.955	0.768	0.000	0.94	moderate
PPP2R5A	3	2	Reactome,STRING	6	yes	yes	0			R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)	BUB1B	no	5525	NM_006243.4	0.777	0.535	0.001	1.19	moderate
PPP2R5D	3	2	GO,Reactome	10	yes	yes	0		GO:0007059 (chromosome segregation); GO:0007062 (sister chromatid cohesion)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	5528	NM_006245.4	0.234	0.144	1.000	4.92	highly_constrained
PRC1	3	2	GO,STRING	5	yes	yes	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)		TRIP13	no	9055	NM_003981.4	0.705	0.558	0.000	0.77	moderate
PTTG2	3	2	GO,STRING	2	yes	yes	0		GO:0007059 (chromosome segregation)		BUB3	no	10744	NM_006607.3	1.945	2.364	0.044	0.30	unconstrained
RAD18	3	2	GO,STRING	3	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)		SMC5	no	56852	NM_020165.4	1.050	0.778	0.000	-0.21	unconstrained
RAD21L1	3	2	GO,STRING	8	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)		SMC5	no	642636	NM_001384355.1	1.207	0.712	0.002	0.43	unconstrained
RANBP2	3	2	Reactome,STRING	6	yes	yes	0			R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)	SMC5	no	5903	NM_006267.5	0.231	0.185	1.000	3.83	highly_constrained
RANGAP1	3	2	GO,Reactome	6	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	5905	NM_002883.4	0.808	0.617	0.000	1.47	moderate
RCC2	3	2	GO,Reactome	9	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	55920	NM_018715.4	0.508	0.343	0.969	2.06	constrained
REC8	3	2	GO,STRING	9	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0000776 (kinetochore); GO:0007062 (sister chromatid cohesion)		SMC5	no	9985	NM_001048205.2	0.682	0.529	0.000	2.21	moderate
RTTN	3	2	GO,STRING	3	yes	yes	0		GO:0007098 (centrosome cycle)		CEP192	no	25914	NM_173630.4	0.786	0.666	0.000	1.05	moderate
SASS6	3	2	GO,STRING	8	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007059 (chromosome segregation); GO:0007098 (centrosome cycle)		CEP192	no	163786	NM_194292.3	1.202	0.572	0.071	0.48	unconstrained
SDCCAG8	3	2	GO,Reactome	17	yes	yes	0		GO:0007098 (centrosome cycle)	R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	10806	NM_006642.5	0.843	0.676	0.000	0.93	moderate
SEC13	3	2	GO,Reactome	6	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	6396	NM_183352.3	0.739	0.529	0.000	0.77	moderate
SGO2	3	2	GO,Reactome	9	yes	yes	0		GO:0000776 (kinetochore); GO:0007059 (chromosome segregation); GO:0007062 (sister chromatid cohesion)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	151246	NM_152524.6	0.817	0.649	0.000	1.20	moderate
SKA2	3	2	GO,Reactome	36	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	348235	NM_182620.4	1.576	0.917	0.001	0.54	unconstrained
SKA3	3	2	GO,STRING	41	yes	yes	3	GO:0000776 (kinetochore); GO:0007094 (mitotic spindle assembly checkpoint signaling); GO:0051983 (regulation of chromosome segregation)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007094 (mitotic spindle assembly checkpoint signaling); GO:0051983 (regulation of chromosome segregation)		BUB1B	no	221150	NM_145061.6	1.206	0.858	0.000	-0.70	unconstrained
SLF1	3	2	GO,STRING	2	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)		SMC5	no	84250	NM_032290.4	1.019	0.845	0.000	0.44	unconstrained
SLF2	3	2	GO,STRING	2	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0007062 (sister chromatid cohesion)		SMC5	no	55719	NM_018121.4	0.672	0.521	0.000	1.51	moderate
SMC6	3	2	GO,STRING	3	yes	yes	1	GO:0051983 (regulation of chromosome segregation)	GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)		SMC5	no	79677	NM_001142286.2	0.707	0.562	0.000	1.68	moderate
SPAG5	3	2	GO,STRING	25	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)		BUB1	no	10615	NM_006461.4	0.764	0.647	0.000	2.84	moderate
STIL	3	2	GO,STRING	6	yes	yes	1	GO:0007098 (centrosome cycle)	GO:0007059 (chromosome segregation); GO:0007098 (centrosome cycle)		CEP192	no	6491	NM_001048166.1	0.575	0.446	0.005	2.17	constrained
TOP2A	3	2	GO,STRING	9	yes	yes	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)		BUB1,BUB1B,SMC5,TRIP13	no	7153	NM_001067.4	0.422	0.333	1.000	5.00	constrained
TOP3A	3	2	GO,STRING	2	yes	yes	0		GO:0007059 (chromosome segregation)		SMC5	no	7156	NM_004618.5	0.737	0.590	0.000	2.24	moderate
TPX2	3	2	GO,STRING	10	yes	yes	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)		BUB1,TRIP13	no	22974	NM_012112.5	0.290	0.195	1.000	1.49	highly_constrained
TTK	3	2	GO,STRING	51	yes	yes	2	GO:0007094 (mitotic spindle assembly checkpoint signaling); GO:0051983 (regulation of chromosome segregation)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007094 (mitotic spindle assembly checkpoint signaling); GO:0051983 (regulation of chromosome segregation)		BUB1,BUB1B,BUB3,TRIP13	no	7272	NM_003318.5	0.666	0.528	0.000	0.75	moderate
TUBA1A	3	2	GO,Reactome	6	yes	yes	0		GO:0007098 (centrosome cycle)	R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	7846	NM_006009.4	0.370	0.197	1.000	8.75	constrained
TUBB8	3	2	GO,Reactome	4	yes	yes	0		GO:0007059 (chromosome segregation)	R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	347688	NM_177987.3	1.286	0.901	0.000	3.48	unconstrained
TUBG1	3	2	GO,Reactome	5	yes	yes	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)	R-HSA-380259 (Loss of Nlp from mitotic centrosomes); R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	7283	NM_001070.5	0.583	0.408	0.316	5.86	constrained
TUBG2	3	2	GO,Reactome	4	yes	yes	0		GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation)	R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	27175	NM_016437.3	0.903	0.691	0.000	3.69	moderate
TUBGCP2	3	2	GO,Reactome	3	yes	yes	0		GO:0007059 (chromosome segregation)	R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	10844	NM_006659.4	0.762	0.610	0.000	1.19	moderate
TUBGCP3	3	2	GO,Reactome	3	yes	yes	0		GO:0007059 (chromosome segregation)	R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	10426	NM_006322.6	0.512	0.396	0.670	2.68	constrained
TUBGCP4	3	2	GO,Reactome	3	yes	yes	0		GO:0007059 (chromosome segregation)	R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	27229	NM_014444.5	0.710	0.558	0.000	2.97	moderate
TUBGCP5	3	2	GO,Reactome	3	yes	yes	0		GO:0007059 (chromosome segregation)	R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	114791	NM_052903.6	0.843	0.703	0.000	1.37	moderate
TUBGCP6	3	2	GO,Reactome	3	yes	yes	0		GO:0007059 (chromosome segregation)	R-HSA-380270 (Recruitment of mitotic centrosome proteins and complexes); R-HSA-68877 (Mitotic Prometaphase)		no	85378	NM_020461.4	1.071	0.939	0.000	-1.01	unconstrained
WAPL	3	2	GO,Reactome	18	yes	yes	1	GO:0007062 (sister chromatid cohesion)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007062 (sister chromatid cohesion)	R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase)		no	23063	NM_015045.5	0.083	0.036	1.000	4.29	highly_constrained
XPO1	3	2	GO,Reactome	6	yes	yes	1	GO:0000776 (kinetochore)	GO:0000776 (kinetochore)	R-HSA-141424 (Amplification of signal from the kinetochores); R-HSA-2467813 (Separation of Sister Chromatids); R-HSA-2500257 (Resolution of Sister Chromatid Cohesion); R-HSA-68877 (Mitotic Prometaphase); R-HSA-69618 (Mitotic Spindle Checkpoint)		no	7514	NM_003400.4	0.083	0.039	1.000	7.95	highly_constrained
ZNF207	3	2	GO,STRING	33	yes	yes	3	GO:0000776 (kinetochore); GO:0007094 (mitotic spindle assembly checkpoint signaling); GO:0051983 (regulation of chromosome segregation)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007094 (mitotic spindle assembly checkpoint signaling); GO:0051983 (regulation of chromosome segregation)		BUB3	no	7756	NM_001098507.2	0.597	0.425	0.125	2.70	constrained
ACTB	3	1	GO	7	yes	yes	2	GO:0000776 (kinetochore); GO:0051983 (regulation of chromosome segregation)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	60	NM_001101.5	0.193	0.061	1.000	7.69	highly_constrained
ACTL6A	3	1	GO	7	yes	yes	2	GO:0000776 (kinetochore); GO:0051983 (regulation of chromosome segregation)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	86	NM_004301.5	0.186	0.072	1.000	3.63	highly_constrained
ACTL6B	3	1	GO	7	yes	yes	2	GO:0000776 (kinetochore); GO:0051983 (regulation of chromosome segregation)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0051983 (regulation of chromosome segregation)			no	51412	NM_016188.5	0.954	0.750	0.000	3.37	moderate
APC	3	1	GO	7	yes	yes	3	GO:0000776 (kinetochore); GO:0007094 (mitotic spindle assembly checkpoint signaling); GO:0051983 (regulation of chromosome segregation)	GO:0000776 (kinetochore); GO:0000819 (sister chromatid segregation); GO:0007059 (chromosome segregation); GO:0007094 (mitotic spindle assembly checkpoint signaling); GO:0051983 (regulation of chromosome segregation)			no	324	NM_000038.6	0.321	0.258	1.000	0.80	highly_constrained
